address,Currency,label,addr_length,prefix_1,prefix_2,prefix_3,has_upper,has_lower,has_digit,digit_ratio,letter_ratio,non_alnum_ratio,base58_ratio,hex_ratio,charset_entropy,char_count_A_to_F,char_count_a_to_f,char_count_rest,max_repeated_char
3HqA7i3ttECLvgqvq69HNxxUP5BL7Z5YgA,Bitcoin,6,34,3,3H,3Hq,1,1,1,0.235294118,0.764705882,0,1,0.382352941,4.359377915,5,0,21,2
3HupEUfKmMhvhXqf8TMoPAyqDcRC1kpe65,Bitcoin,6,34,3,3H,3Hu,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.793345194,4,4,21,0
3J19qffPT6mxQUcV6k5yVURGZtdhpdGr4y,Bitcoin,6,34,3,3J,3J1,1,1,1,0.205882353,0.794117647,0,1,0.352941176,4.675698135,0,5,22,2
3JHMz3mTna1gVCZSPp8NgRFiY7phkv5mA8,Bitcoin,6,34,3,3J,3JH,1,1,1,0.205882353,0.794117647,0,1,0.323529412,4.793345194,3,1,23,0
3JLyyLbwciWAC6re87D7mRknXakR4YbnUd,Bitcoin,6,34,3,3J,3JL,1,1,1,0.176470588,0.823529412,0,1,0.441176471,4.675698135,3,6,19,2
3JUwAS7seL3fh5hxWh9fu3HCiEzjuQLTfg,Bitcoin,6,34,3,3J,3JU,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.550266885,3,4,21,0
3JXKQ81JzBqVbB8VHdV9Jtd7auWokkdPgY,Bitcoin,6,34,3,3J,3JX,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.491443356,2,5,21,2
3JhPsVV3KnL9dBYGSZALS9EbrLr97R865a,Bitcoin,6,34,3,3J,3Jh,1,1,1,0.264705882,0.735294118,0,1,0.441176471,4.572469459,3,3,19,2
3Jpf9B5P8cvEKSSGp9cES3Upbms8VRnXUb,Bitcoin,6,34,3,3J,3Jp,1,1,1,0.205882353,0.794117647,0,1,0.441176471,4.395998871,3,5,19,2
3JuSgFrwnrNfuhvR4GpWAPmeJVot4xrEae,Bitcoin,6,34,3,3J,3Ju,1,1,1,0.088235294,0.911764706,0,1,0.294117647,4.712319091,3,4,24,0
3K26aMKmnrv97Pj6YiFcqiXk2LxeHfhnG3,Bitcoin,6,34,3,3K,3K2,1,1,1,0.235294118,0.764705882,0,1,0.382352941,4.734521665,1,4,21,0
3K35dyL85fR9ht7UgzPfd1gLRRXQtNTqE3,Bitcoin,6,34,3,3K,3K3,1,1,1,0.264705882,0.735294118,0,1,0.411764706,4.4548224,1,4,20,2
3K4rjdh8A5yi6LWvft2rbmyZvqEbPSSSX4,Bitcoin,6,34,3,3K,3K4,1,1,1,0.205882353,0.794117647,0,1,0.382352941,4.653495562,2,4,21,3
3K7PMJyMNVnxqsfpmK9r9nJDtzDw9wNwNV,Bitcoin,6,34,3,3K,3K7,1,1,1,0.147058824,0.852941176,0,1,0.235294118,4.314972768,2,1,26,0
3KGQ3hX6eFYtBjTBFSdvdkzHmwZyYWLRQh,Bitcoin,6,34,3,3K,3KG,1,1,1,0.088235294,0.911764706,0,1,0.294117647,4.675698135,4,3,24,0
3KHfXU24Bt3YD5Ef4J7uNp2buCuhrxfGen,Bitcoin,6,34,3,3K,3KH,1,1,1,0.235294118,0.764705882,0,1,0.5,4.631292988,4,5,17,0
3Kp8Qc5z7yevDeoQxhS5RSSKnEi5x7AQ43,Bitcoin,6,34,3,3K,3Kp,1,1,1,0.264705882,0.735294118,0,1,0.441176471,4.373796297,3,3,19,2
3KvBX3jo69Qn8jHy44M33RYoeYcf8DdRBD,Bitcoin,6,34,3,3K,3Kv,1,1,1,0.294117647,0.705882353,0,1,0.529411765,4.381580488,4,4,16,2
3LDbNuDkKmLae5r3a5icPA5CQg2Y8F7ogW,Bitcoin,6,34,3,3L,3LD,1,1,1,0.235294118,0.764705882,0,1,0.529411765,4.653495562,5,5,16,0
3LLUnf3ezw6mCbQ2zCZmGu5rZULzkhxQi7,Bitcoin,6,34,3,3L,3LL,1,1,1,0.176470588,0.823529412,0,1,0.323529412,4.4548224,2,3,23,2
3LbDu1rUXHNyiz4i8eb3KwkSSBMf7C583D,Bitcoin,6,34,3,3L,3Lb,1,1,1,0.264705882,0.735294118,0,1,0.5,4.653495562,4,4,17,2
3LhnVMcBq4gsR7aDaRr9XmUo17CuYBV4FN,Bitcoin,6,34,3,3L,3Lh,1,1,1,0.205882353,0.794117647,0,1,0.441176471,4.734521665,5,3,19,0
3Lpoy53K625zVeE47ZasiG5jGkAxJ27kh1,Bitcoin,6,34,3,3L,3Lp,1,1,1,0.352941176,0.647058824,0,1,0.470588235,4.653495562,2,2,18,0
3M7CGBPUJwXXSroWuZ6H5jiprdKCyf7V5M,Bitcoin,6,34,3,3M,3M7,1,1,1,0.176470588,0.823529412,0,1,0.323529412,4.734521665,3,2,23,2
3MD3riFB6U8PykypF6qkvSj8R2SGdUDPn3,Bitcoin,6,34,3,3M,3MD,1,1,1,0.235294118,0.764705882,0,1,0.411764706,4.418201444,5,1,20,0
3MN8nYo1tt5hLxMwMbxDkXWd7Xu522hb9P,Bitcoin,6,34,3,3M,3MN,1,1,1,0.264705882,0.735294118,0,1,0.382352941,4.535848503,1,3,21,2
3MP7yBGSW2gkXVRE8S84T2j4KVgPh3rEzv,Bitcoin,6,34,3,3M,3MP,1,1,1,0.264705882,0.735294118,0,1,0.352941176,4.558051077,3,0,22,0
3MTRvM5QrYZHKo8gh5qKcrPK3RLjxcDCZE,Bitcoin,6,34,3,3M,3MT,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.535848503,3,2,24,0
3MTrJTFhYK9v1C6pjHtuweZSopfZa4b1wb,Bitcoin,6,34,3,3M,3MT,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.734521665,2,5,21,0
3MkUNScqf21EcfWq6T4x2MFgBeSTqhB5t6,Bitcoin,6,34,3,3M,3Mk,1,1,1,0.235294118,0.764705882,0,1,0.5,4.477024974,4,5,17,0
3MvQ4gThF4mmuo49p4dBNchcmFHBRZnYfx,Bitcoin,6,34,3,3M,3Mv,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.477024974,4,4,20,2
3MzLtBQ4Lz9J6w4Qu55TktgxFKZwxYWrP6,Bitcoin,6,34,3,3M,3Mz,1,1,1,0.235294118,0.764705882,0,1,0.294117647,4.558051077,2,0,24,2
3N3YSDvp4cbhEgNGabQxTN39kEzJmwG8Ah,Bitcoin,6,34,3,3N,3N3,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.572469459,4,4,20,0
3N6WeZ6i34taX8Ditser6LKWBcXmt2XXL4,Bitcoin,6,34,3,3N,3N6,1,1,1,0.264705882,0.735294118,0,1,0.441176471,4.219528282,2,4,19,2
3N9YcPBDky9UsMx1RTk33tL4jDkZfSnsPk,Bitcoin,6,34,3,3N,3N9,1,1,1,0.205882353,0.794117647,0,1,0.352941176,4.477024974,3,2,22,2
3NDzzVxiLBUs1WPvVGRfCYDTAD2Ua2PvW4,Bitcoin,6,34,3,3N,3ND,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.535848503,6,2,21,2
3NNcbBcMZokPB2JC2dxYuZrpgcetvyGeJn,Bitcoin,6,34,3,3N,3NN,1,1,1,0.088235294,0.911764706,0,1,0.382352941,4.594672032,3,7,21,2
3NPognMSbzyA2JYW2fpkVKWyBMi2XTq2Zt,Bitcoin,6,34,3,3N,3NP,1,1,1,0.147058824,0.852941176,0,1,0.264705882,4.675698135,2,2,25,0
3NQ1aa9ceirMJ1JvRq3eXefvXj1L639fzX,Bitcoin,6,34,3,3N,3NQ,1,1,1,0.264705882,0.735294118,0,1,0.5,4.233946665,0,8,17,2
3NRJ8aXdUiZdHaiFX9ePX3DhGHzcEi14Fq,Bitcoin,6,34,3,3N,3NR,1,1,1,0.176470588,0.823529412,0,1,0.470588235,4.513645929,4,6,18,0
3NU9zkD8CCVGVmYnNNSN7PbU9sSFQBm5UV,Bitcoin,6,34,3,3N,3NU,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.337175341,5,1,22,2
3P6PzdfETr4275Gn3veLkCyDxA1jV8fHKm,Bitcoin,6,34,3,3P,3P6,1,1,1,0.264705882,0.735294118,0,1,0.5,4.910992253,4,4,17,0
3PDmRwotTkRAFRLGTUrucCERp2JdM1q4ar,Bitcoin,6,34,3,3P,3PD,1,1,1,0.117647059,0.882352941,0,1,0.352941176,4.734521665,5,3,22,0
3PKiHs4GY4rFg8dpppNVPXGPqMX6K2cBML,Bitcoin,6,34,3,3P,3PK,1,1,1,0.176470588,0.823529412,0,1,0.294117647,4.513645929,2,2,24,3
3PUmTuVAW3LkKg53FZ7F97VDBitW4ugwnM,Bitcoin,6,34,3,3P,3PU,1,1,1,0.235294118,0.764705882,0,1,0.382352941,4.594672032,5,0,21,0
3PiCnZrBvGfWAKQ9hr4cCpfaDjy64yNSpE,Bitcoin,6,34,3,3P,3Pi,1,1,1,0.147058824,0.852941176,0,1,0.441176471,4.734521665,6,4,19,0
3PyzSbFj3hbQQjTzDzyLSgvFVDjB7yw4Cj,Bitcoin,6,34,3,3P,3Py,1,1,1,0.117647059,0.882352941,0,1,0.352941176,4.219528282,6,2,22,2
3Q5dGfLKkWqWSwYtbMUyc8xGjN5LrRviK4,Bitcoin,6,34,3,3Q,3Q5,1,1,1,0.147058824,0.852941176,0,1,0.264705882,4.793345194,0,4,25,0
3Q8H2ZWMtc4R1M3mkmhnTjCoYKTeCFigDP,Bitcoin,6,34,3,3Q,3Q8,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.793345194,4,2,22,0
3QAdoc1rDCt8dii1GVPJXvvK6CEJLzCRZw,Bitcoin,6,34,3,3Q,3QA,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.653495562,6,3,20,2
3QEjBiPzw6WZUL4MYMmMU6DY1Y25aVbpQu,Bitcoin,6,34,3,3Q,3QE,1,1,1,0.205882353,0.794117647,0,1,0.352941176,4.631292988,3,2,22,0
3QJyT8nThEQakbfqgX86YjCK1Sp9hfNCUW,Bitcoin,6,34,3,3Q,3QJ,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.734521665,3,4,21,0
3QVyoH4u3qT88uChAeJVhfB3r6maZt431y,Bitcoin,6,34,3,3Q,3QV,1,1,1,0.294117647,0.705882353,0,1,0.470588235,4.499227547,3,3,18,2
3QWUdP5taP4GrRuueVDud1eWetb7hc3wDH,Bitcoin,6,34,3,3Q,3QW,1,1,1,0.176470588,0.823529412,0,1,0.470588235,4.4548224,2,8,18,2
3QnWE5GVfQu3wVav91RuFkqip4Ti4NWqAY,Bitcoin,6,34,3,3Q,3Qn,1,1,1,0.205882353,0.794117647,0,1,0.352941176,4.616874606,3,2,22,0
3QrukkUiBrn23rFUKUgasNd1wYWNk7WdSV,Bitcoin,6,34,3,3Q,3Qr,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.432619826,2,3,24,2
3Qw9Fn19gCnga9LfHfpM99aGzuqxBNjR2i,Bitcoin,6,34,3,3Q,3Qw,1,1,1,0.235294118,0.764705882,0,1,0.441176471,4.51070871,3,4,19,2
TUCsTq7TofTCJRRoHk6RvhMoS2mJLm5Yzq,Bitcoin,6,34,T,TU,TUC,1,1,1,0.117647059,0.882352941,0,1,0.205882353,4.337175341,2,1,27,2
bc1q05aktddf9ce4p7hh3stgsf253m4vweu7nkhtmw,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.976190476,0.523809524,4.594465637,0,10,20,2
bc1q202ajnhxgg9d9jjczmg0g4usp6haqldyy2eakl,Bitcoin,6,42,b,bc,bc1,0,1,1,0.238095238,0.761904762,0,0.904761905,0.452380952,4.48125403,0,9,23,2
bc1q237mvl0heyw0r38wd3xz8h5mar96rrwpams8pp,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.928571429,0.476190476,4.492926053,0,6,22,2
bc1q2c3vwu7wxq308lsun24rjlsh6ff0x8whx55v4q,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.904761905,0.476190476,4.433634982,0,5,22,2
bc1q2jys00x2rgdkm3xnewuucqacytu0a7echupu8y,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.928571429,0.452380952,4.460902769,0,10,23,2
bc1q2lpgjntr348pfvxhfy33ehmdzy3gmx8w4052z6,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.952380952,0.476190476,4.678031708,0,6,22,2
bc1q2q8uxjznmurg363dvd98xjg54mrr7z6mw9t825,Bitcoin,6,42,b,bc,bc1,0,1,1,0.380952381,0.619047619,0,1,0.476190476,4.48125403,0,4,22,2
bc1q362njxy39gnwrvj7zytn84ax39fwnhvk7n2999,Bitcoin,6,42,b,bc,bc1,0,1,1,0.380952381,0.619047619,0,1,0.476190476,4.39293246,0,4,22,3
bc1q3ael5my37nklgnqcrkwmnndfx9qdnp67j0739c,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.928571429,0.5,4.424955745,0,9,21,2
bc1q3q2lz3cmt4u2f49ugxz5q34xrs0m2z4w2gmkp5,Bitcoin,6,42,b,bc,bc1,0,1,1,0.380952381,0.619047619,0,0.952380952,0.476190476,4.320423375,0,4,22,0
bc1q3tan207evu5skk2wj80ycyw242g0kdnn3hs3x0,Bitcoin,6,42,b,bc,bc1,0,1,1,0.380952381,0.619047619,0,0.904761905,0.523809524,4.48125403,0,6,20,2
bc1q3y5v2khlyvemcz042wl98dzflywr8ghglqws6s,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.880952381,0.404761905,4.546846589,0,6,25,0
bc1q45cxufu7x6s5v9adzm9t38k80gwawse75xffwe,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.976190476,0.595238095,4.558518613,0,11,17,2
bc1q49ax787wv0mnn8wjgp3sx772qz7eun822rkv5k,Bitcoin,6,42,b,bc,bc1,0,1,1,0.404761905,0.595238095,0,0.976190476,0.5,4.538167352,0,4,21,2
bc1q4namcagg5wljs0u20z6h2sqgsq4q5lts8rt2rr,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.904761905,0.404761905,4.338396887,0,5,25,2
bc1q4qjvgw475a39d8cpcyv5keq39jlmlrq870sn30,Bitcoin,6,42,b,bc,bc1,0,1,1,0.380952381,0.619047619,0,0.904761905,0.547619048,4.546846589,0,7,19,0
bc1q4rzdtlt0uslyw86cp29sctl6ct29g9a95cuup7pn5md9ddj7xgmqpp5m73,Bitcoin,6,62,b,bc,bc1,0,1,1,0.322580645,0.677419355,0,0.935483871,0.5,4.589626005,0,11,31,2
bc1q4sqmmyv63g6ma5cmswzap3d8k995h0str69v3t,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.976190476,0.5,4.463280518,0,6,21,2
bc1q4yzd2rjmshm8ucrwy6dzj5rna20j0zlf8hf8vz,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.928571429,0.452380952,4.48125403,0,8,23,0
bc1q5jqgm7nvrhaw2rh2vk0dk8e4gg5g373g0vz07r,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.928571429,0.476190476,4.377336697,0,5,22,2
bc1q5zd0cwzd09k9r8xfk68sn5ytqp8f5aae80yfsm,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.928571429,0.595238095,4.433634982,0,11,17,2
bc1q68uswkjvu7nj7mhrvfzkx7cm6u5s9puvpm5dc2,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,1,0.404761905,4.463280518,0,6,25,0
bc1q6rzzf4erht8v7kgh5mfnwcrvzxchxt5glpsuls,Bitcoin,6,42,b,bc,bc1,0,1,1,0.166666667,0.833333333,0,0.952380952,0.333333333,4.558518613,0,7,28,2
bc1q6w463k7mhsgguwgqtcratm4vm42rncwhvvkeck,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,1,0.380952381,4.284476351,0,7,26,2
bc1q6yz2q723helcd7rz7xltw5nu77vn649zczklc3,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.928571429,0.523809524,4.383638185,0,7,20,2
bc1q7d46dvuv56kn4mm0jz3yep6xj74kxcpydt5te4,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.976190476,0.523809524,4.403989446,0,8,20,2
bc1q7hhdygx05kyfyzjku2u7lywvx5pgyng6a0nefp,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.928571429,0.380952381,4.526495328,0,7,26,2
bc1q7qsruzjsed9sy6taqz2m5rvljsmleg2xl7dz5r,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.928571429,0.380952381,4.41566147,0,7,26,0
bc1q7xfqqw9htr88t7vafg80p4qrlpjfyaps452x5g,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.952380952,0.476190476,4.48125403,0,7,22,2
bc1q86tl9255vg5wldamfymaaz36uqxzm30gs7fhkljvzdlt9t38s3lqgdwdfq,Bitcoin,6,62,b,bc,bc1,0,1,1,0.274193548,0.725806452,0,0.903225806,0.467741935,4.649456746,0,12,33,2
bc1q8ew45w2agdffrnwp6adt2gqrc9n4mkev9ns29c,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,1,0.571428571,4.445307006,0,12,18,2
bc1q8p5r6wdx7leuekulnlglapy2wlwxgukpe76mys,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.880952381,0.357142857,4.377336697,0,7,27,0
bc1q8pw85s83mdx2f3rfu64mmfd9wexqu2y856arwp,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,1,0.571428571,4.386015935,0,9,18,2
bc1q8q7z3kt37z6jalv5ujung5lem6pzlk9r3kt66k,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.928571429,0.428571429,4.386015935,0,4,24,2
bc1q90zrdysy4flyacw7hsury3ajs9yzwtwp6guqpypx94w0d3p58hysvz6pde,Bitcoin,6,62,b,bc,bc1,0,1,1,0.241935484,0.758064516,0,0.951612903,0.403225806,4.639264255,0,10,37,0
bc1q97eg4k2juepa3smpac4pnfjsnyws696c290cxq,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.976190476,0.547619048,4.48125403,0,10,19,0
bc1q9lvynkfpaw330uhqmunzdz6gmafsvapv7y3zty,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.952380952,0.380952381,4.540545101,0,8,26,2
bc1q9ua9ypl4dhj0zut5kzasj5c2kxclhh8v2k9djd,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.928571429,0.476190476,4.427333494,0,9,22,2
bc1q9ws2gcq7uumm4mk3l9xezwve7w5tmcs5js5cup,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.976190476,0.428571429,4.368042423,0,7,24,2
bc1qa2xr7dmz5lztplp9yfp7k382nf4ma8gwrl7zgg,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.928571429,0.452380952,4.540545101,0,7,23,2
bc1qa4jp7udkn2ycecz8289jfs3vpnqdwf4483d3qe,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,1,0.619047619,4.427333494,0,12,16,2
bc1qagp0gy58v8hqvw4p2wsphcxg067rrppp45hexr,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.952380952,0.404761905,4.254830815,0,5,25,3
bc1qakycg2zp8hydg95lc9cheumpa9yfpdeyrqqh5f,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.976190476,0.5,4.272804327,0,13,21,2
bc1qardcxz845jw83vgfvcmewhuxa0ag9gchjwmcfd,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.976190476,0.523809524,4.395310209,0,14,20,0
bc1qau9pmgc8l6rxpdwwap3fd6zprh5yp9mpe9jl0h,Bitcoin,6,42,b,bc,bc1,0,1,1,0.238095238,0.761904762,0,0.928571429,0.452380952,4.48125403,0,9,23,2
bc1qavwamr74qlzj8txy6jaxqnpym9062h090x6kz4,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.904761905,0.452380952,4.540545101,0,5,23,0
bc1qcjh0phl2yy3rxcztfthz9psuvk8trv2qe06p0k,Bitcoin,6,42,b,bc,bc1,0,1,1,0.238095238,0.761904762,0,0.904761905,0.380952381,4.492926053,0,6,26,2
bc1qcp6fr7gtyukympl6unr7uv78h3vprycwj455zx,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.976190476,0.380952381,4.570190637,0,5,26,2
bc1qdd2mumk4rxnygxyn5qhrq6pah6yjmnl3s9mef5,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.976190476,0.380952381,4.576492125,0,7,26,2
bc1qdpazd6smrkq5hmw6lupq98za2fqtgmq3azv3av,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.976190476,0.428571429,4.460902769,0,9,24,0
bc1qdt3gml5z5n50y5hm04u2yjdphefkm0fl2zdj68,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.880952381,0.523809524,4.528873077,0,8,20,0
bc1qdzgee6h4zjwvn8lyzjxgd467zxnshelqkudh7z,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.952380952,0.380952381,4.347691161,0,8,26,2
bc1qe8wclszdtshkjk7gph57crc72vpp9rylujgwa5,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.952380952,0.404761905,4.546846589,0,8,25,2
bc1qe95l438kzjcvnsm3kn8n5augf9gpctdlhsq7f7hpnkyvlr7rc7cqupapf7,Bitcoin,6,62,b,bc,bc1,0,1,1,0.241935484,0.758064516,0,0.951612903,0.451612903,4.660021618,0,13,34,0
bc1qe9lz50jq0a5pmtry0h3ekng3kjdg09vejg7355,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.880952381,0.523809524,4.41566147,0,7,20,2
bc1qec85gd576z0phflq2jm8jxlh22tckqj3yru7xs,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.928571429,0.476190476,4.653756708,0,7,22,2
bc1qedvcgh32dud85yt7fu6s7qavthlh38gtwa7rhx,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,0.976190476,0.5,4.48125403,0,10,21,0
bc1qetqqlgvlnzdh4eshz9q6twlpdtmvy5rfkn3lza,Bitcoin,6,42,b,bc,bc1,0,1,1,0.142857143,0.857142857,0,0.904761905,0.333333333,4.546846589,0,8,28,2
bc1qfg4gfg0y6t6xjnpmlhuwx5k0wlw6nmfzxn2psc,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.904761905,0.357142857,4.474952542,0,6,27,0
bc1qfpdycqpkl5hvxg4feuk3nhde5h8t2zd89svsg9,Bitcoin,6,42,b,bc,bc1,0,1,1,0.238095238,0.761904762,0,0.976190476,0.476190476,4.594465637,0,10,22,0
bc1qgffxa65gr579tsz55n87pal2a777ygzg69d2yz,Bitcoin,6,42,b,bc,bc1,0,1,1,0.404761905,0.595238095,0,0.976190476,0.595238095,4.270426578,0,8,17,3
bc1qh33xtpjqhgysq5xlmjzkm28uewj08885n95drr,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.952380952,0.404761905,4.624111173,0,4,25,3
bc1qh3lw22uqwrywr8lpun20q2ma528a4yqmgf3uqp,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.928571429,0.428571429,4.232101805,0,5,24,2
bc1qhe6zy9x6ar42zkec3lhkms5m7hh3svtc88qhf6,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.976190476,0.5,4.508521816,0,8,21,2
bc1qhsp4kffl5pmsae43st9jufagu6uy7lsa6mslla,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.904761905,0.452380952,4.318045626,0,10,23,2
bc1qhvzl5w99m458nm7sc6hwf5qfhxndw28sgtatk8,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.976190476,0.476190476,4.558518613,0,7,22,2
bc1qj2ffj6pepc80sfqpx2k2pd3q278q72dpqv2ens,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.976190476,0.571428571,4.023652102,0,10,18,2
bc1qj6j6p0jdefl6pvdzx3kx8245yy5mz6q4luhzes,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.928571429,0.476190476,4.546846589,0,7,22,2
bc1qjwr3rgww7a8ut7a4x8jqh3vswcue3xvp6dm7qe,Bitcoin,6,42,b,bc,bc1,0,1,1,0.261904762,0.738095238,0,1,0.452380952,4.433634982,0,8,23,2
bc1qkfqh5p2qsakseg5gnwen6zh5xf3elmku2xaup29mw3l0wnncy3es880dss,Bitcoin,6,62,b,bc,bc1,0,1,1,0.258064516,0.741935484,0,0.935483871,0.451612903,4.661632351,0,12,34,2
bc1ql526s72gycmvq7hek6j3tuwwmcpv4rgs0auxu7,Bitcoin,6,42,b,bc,bc1,0,1,1,0.285714286,0.714285714,0,0.952380952,0.428571429,4.67173022,0,6,24,2
bc1ql7dlyh8xz6tpqk92vztrhqh88dmjvcwrmsemrm,Bitcoin,6,42,b,bc,bc1,0,1,1,0.19047619,0.80952381,0,0.952380952,0.333333333,4.463280518,0,6,28,2
bc1ql7rnd70aejdxt3f9fzdlfazjlc9hvdmut8ad8s,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.904761905,0.571428571,4.442929257,0,15,18,0
bc1qlfpg2xn39u580cmwq6rymt8jdhcmj8520jhgh0,Bitcoin,6,42,b,bc,bc1,0,1,1,0.333333333,0.666666667,0,0.904761905,0.476190476,4.522571589,0,6,22,0
bc1qlhh94040d8nxkstf4l7720q72f2vntxxl96m4d,Bitcoin,6,42,b,bc,bc1,0,1,1,0.428571429,0.571428571,0,0.857142857,0.571428571,4.302449863,0,6,18,2
bc1qllmlvy5u038yvwywu803p53g8udcm8w7k4qxu9,Bitcoin,6,42,b,bc,bc1,0,1,1,0.357142857,0.642857143,0,0.880952381,0.452380952,4.272804327,0,4,23,2
bc1qmwznjzlhrj3fney3elxkwdpwa72u7eq0ge76dt,Bitcoin,6,42,b,bc,bc1,0,1,1,0.214285714,0.785714286,0,0.928571429,0.452380952,4.642084685,0,10,23,0
bc1qmzmx8res2fgzd2wttyvf2ajqqqtcnxxrgkqc2t,Bitcoin,6,42,b,bc,bc1,0,1,1,0.142857143,0.857142857,0,1,0.357142857,4.270426578,0,9,27,3
bc1qn6segn8km4nfdp9vueu6msfjsaxaqgun9h60n9,Bitcoin,6,42,b,bc,bc1,0,1,1,0.238095238,0.761904762,0,0.976190476,0.452380952,4.377336697,0,9,23,0
bc1qnykkrlk67f9kdqvzyw2ndu3xmef5z2e52886yl,Bitcoin,6,42,b,bc,bc1,0,1,1,0.30952381,0.69047619,0,0.952380952,0.5,4.499227542,0,8,21,2
